State_Year,YEAR,STATE,AVG_SCORE,TEST_SUBJECT,TEST_YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE
Oklahoma2007,2007,Oklahoma,274.5349894,Mathematics,8,639032,5491931,650579,2782356,2058996,5505213,2688963,1732136,526547,502002
Oklahoma2015,2015,Oklahoma,274.5859821,Mathematics,8,671715,6121188,688990,2993050,2439148,6184819,3000894,2041507,414086,663768
Tennessee2009,2009,Tennessee,274.7618211,Mathematics,8,971484,8112895,870374,3800870,3441651,8611178,4809809,2480290,461464,652210
Georgia2007,2007,Georgia,274.7786646,Mathematics,8,1628409,17755989,1475463,7907177,8373349,17389530,9507096,4672304,757339,2271958
Wyoming1996,1996,Wyoming,274.778947,Mathematics,8,99859,664057,41007,339629,283421,676305,360100,200228,21910,78444
Texas2000,2000,Texas,274.8460159,Mathematics,8,3965971,28918934,2406972,12471856,14040106,31067935,15018072,8307904,1371714,4719976
Arkansas2015,2015,Arkansas,275.0647564,Mathematics,8,479682,5308625,581412,4075118,652095,5350543,2620399,1772639,290396,511556
Wyoming1992,1992,Wyoming,275.0800761,Mathematics,8,0,629748,31714,314216,283818,624941,339953,185930,0,60815
Idaho1992,1992,Idaho,275.0902941,Mathematics,8,0,859329,69138,531912,258279,886161,473505,246320,0,111353
Nevada2015,2015,Nevada,275.1718688,Mathematics,8,438948,4345419,395630,2744606,1205183,4183085,2170424,1459504,174388,205794
Florida2015,2015,Florida,275.323818,Mathematics,8,2743641,26971491,3118041,10661586,13191864,27277049,14931173,8186082,1816178,1681665
California2015,2015,California,275.324573,Mathematics,8,6226523,78248042,7556365,42360470,28331207,78365958,38951948,23501848,3754315,6373893
Rhode Island2007,2007,Rhode Island,275.3869905,Mathematics,8,147861,2100679,165167,817792,1117720,2082332,1177636,731694,85397,20234
Utah2000,2000,Utah,275.4367099,Mathematics,8,477835,2546642,189502,1507711,849429,2478420,1355794,596620,192296,270172
Oklahoma2013,2013,Oklahoma,275.506732,Mathematics,8,671445,5878111,715944,2890048,2272119,5796945,2800189,1972011,404107,557341
Indiana1996,1996,Indiana,275.5290368,Mathematics,8,975455,6422662,306715,3298257,2817690,6644035,3293900,1847383,302283,616866
Arizona2007,2007,Arizona,275.5484264,Mathematics,8,969875,8724434,953861,4204089,3566484,8709531,3977800,2656438,403069,1436673
Colorado1996,1996,Colorado,275.6082142,Mathematics,8,655679,3891203,194998,1664676,2031529,4075165,2052264,1127563,143767,588209
Oklahoma2009,2009,Oklahoma,275.7119568,Mathematics,8,644549,6029807,768972,3014993,2245842,5941799,2836912,1895590,577867,568720
South Carolina2015,2015,South Carolina,275.8278662,Mathematics,8,737401,8759944,836137,4094766,3829041,8783362,4123140,2893109,447019,928112
California2013,2013,California,275.9013507,Mathematics,8,6208733,68868516,7836263,35141208,25891045,69727119,34194878,20595508,3461759,6160059
Arkansas2009,2009,Arkansas,275.9995,Mathematics,8,474423,4753142,534510,3530487,688145,5017352,2417974,1492691,533057,409763
Maryland2000,2000,Maryland,276.0143601,Mathematics,8,846582,7419047,409021,2804218,4205808,7355698,3874590,2189499,300044,760810
Washington1996,1996,Washington,276.1171196,Mathematics,8,956572,6354593,366716,4288899,1698978,6578388,3222598,1927517,280214,895494
New York2000,2000,New York,276.2628588,Mathematics,8,2861478,31906526,1938590,13766358,16201578,33683043,19856637,8377510,1057876,3266115
Oregon1996,1996,Oregon,276.3415132,Mathematics,8,527769,3375710,192228,1822648,1360834,3509765,1879638,1104418,116224,305484
Michigan2003,2003,Michigan,276.4418616,Mathematics,8,1764327,18488359,1357006,11227903,5903450,19680370,8725075,6144707,844762,2453532
Missouri2005,2005,Missouri,276.4499393,Mathematics,8,902659,8340865,694008,3640728,4006129,8170965,4224716,2452665,457530,708726
Virginia2000,2000,Virginia,276.6749915,Mathematics,8,1132673,8911426,491873,3761983,4657570,9154676,4823780,2639328,347530,1011384
Wyoming2000,2000,Wyoming,276.6899803,Mathematics,8,91883,787323,66085,408356,312882,769923,417424,242832,24899,70579
Utah1996,1996,Utah,276.7731058,Mathematics,8,474907,2035726,134703,1197910,703113,2150719,1132806,471430,153581,342609
Michigan2007,2007,Michigan,276.8305171,Mathematics,8,1686473,20576110,1541818,11383198,7651094,19839838,9608836,6721838,871870,1629007
Michigan1996,1996,Michigan,276.8660782,Mathematics,8,1631131,13012080,648922,8462687,3900471,13071893,6452165,4205956,691888,919074
Illinois2000,2000,Illinois,276.909459,Mathematics,8,2003839,17595047,1283052,6344130,9967865,18073190,8738312,5245226,716792,2467748
Texas2003,2003,Texas,277.052649,Mathematics,8,4201914,35143236,3360082,13675228,18107926,37333674,18009879,10264033,1731131,4764154
Delaware2003,2003,Delaware,277.1583689,Mathematics,8,111282,1242436,91986,794472,355978,1317447,673997,367660,53399,171247
Illinois2003,2003,Illinois,277.160081,Mathematics,8,2062664,19627346,1618724,6792637,11215985,21278177,10409933,6336325,706758,2727980
South Carolina2003,2003,South Carolina,277.3004496,Mathematics,8,691736,5709707,535356,2761951,2412400,6024747,2888468,1731328,324241,865462
Arizona2009,2009,Arizona,277.332282,Mathematics,8,981303,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403,1312659
Michigan2005,2005,Michigan,277.346682,Mathematics,8,1721351,19106382,1513264,10990030,6603088,20489512,9269314,6479470,841610,1937442
Florida2007,2007,Florida,277.3834973,Mathematics,8,2656176,28898362,2489027,11578932,14830403,29849892,13476109,8136539,1515095,5992654
Georgia2009,2009,Georgia,277.5611997,Mathematics,8,1649598,17972839,1644548,7739086,8589205,19025136,10063924,5135180,837062,2712073
Massachusetts1996,1996,Massachusetts,277.565642,Mathematics,8,912330,7129757,302167,3028094,3799496,7479576,4171772,1953199,221882,360126
Alaska1996,1996,Alaska,277.6430714,Mathematics,8,126189,1120346,123505,706116,290725,1240031,636959,365085,38996,179297
Nebraska1992,1992,Nebraska,277.6545234,Mathematics,8,0,1542413,85423,492256,964734,1534046,909159,394690,0,132183
Illinois2005,2005,Illinois,277.6722389,Mathematics,8,2072437,21611180,1835598,7152163,12623419,22035569,11063949,6900767,755227,2137191
Maryland2003,2003,Maryland,277.7161125,Mathematics,8,866743,8700979,571108,3317403,4812468,8732518,4738579,2630831,385935,674852
Tennessee2013,2013,Tennessee,277.7201273,Mathematics,8,992461,9008032,1165801,4097627,3744604,9248235,5191269,2780452,534815,564756
Hawaii2011,2011,Hawaii,277.8362111,Mathematics,8,179601,2499513,347363,2088870,63280,2259104,1253534,786284,133810,85476
Florida2011,2011,Florida,277.8370352,Mathematics,8,2636404,26453693,4710376,9069119,12674198,26991946,14284224,8077593,1637138,2217069
Wisconsin1992,1992,Wisconsin,277.8791346,Mathematics,8,0,4993909,217723,2205439,2570747,5181471,2914442,1490415,0,416449
Arkansas2013,2013,Arkansas,277.9148025,Mathematics,8,477716,5067546,572096,3847045,648405,5226339,2545564,1694335,281692,533975
Idaho2000,2000,Idaho,277.9179135,Mathematics,8,245226,1452222,109898,888384,453940,1467977,798629,425211,59735,153472
Rhode Island2009,2009,Rhode Island,277.9237194,Mathematics,8,141521,2179714,206225,765069,1208420,2171376,1224158,773039,90493,24161
Maryland2005,2005,Maryland,277.9307946,Mathematics,8,865561,9906219,670998,3729262,5505959,9782665,5154440,2934277,407619,947970
Kentucky2015,2015,Kentucky,277.9472601,Mathematics,8,688475,7548871,848963,4176753,2523155,7554887,3807748,2417226,468694,600859
Nevada2011,2011,Nevada,278.1131537,Mathematics,8,429610,4146577,447002,2359671,1339904,4258855,2161550,1377125,149940,323746
Michigan2015,2015,Michigan,278.1686519,Mathematics,8,1345009,19025996,1582706,10510346,6932944,17742903,9040821,5839572,831874,967476
Tennessee2015,2015,Tennessee,278.2033807,Mathematics,8,994530,9455920,1122775,4385403,3947742,9562527,5343272,2862499,560697,553396
New Hampshire1992,1992,New Hampshire,278.2163256,Mathematics,8,0,1063391,31020,86296,946075,1066647,581123,310285,0,63554
Michigan2009,2009,Michigan,278.2681682,Mathematics,8,1537515,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858,1280455
Nevada2013,2013,Nevada,278.2866809,Mathematics,8,431776,4131800,392009,2556472,1183319,4057443,2058538,1396907,166814,222161
Michigan2000,2000,Michigan,278.4526667,Mathematics,8,1700074,15939477,1030238,9942275,4966964,16580526,7709336,5109653,742727,1866666
Georgia2011,2011,Georgia,278.4836192,Mathematics,8,1666039,18030043,2267161,7492489,8270393,17187481,9671343,5005101,874605,1368395
Pennsylvania2003,2003,Pennsylvania,278.5377581,Mathematics,8,1757066,19811545,1419644,6912678,11479223,20626459,10151195,5765734,810211,1848552
Maine1992,1992,Maine,278.6353841,Mathematics,8,0,1206819,73160,511654,622005,1228869,685350,317880,0,97128
Kentucky2007,2007,Kentucky,278.7047499,Mathematics,8,646360,6226696,677570,3557084,1992042,6351636,3184235,1877438,371495,755710
Georgia2015,2015,Georgia,278.7117968,Mathematics,8,1717805,18584666,1831221,8310872,8442573,18501103,10081483,5324072,996277,1879063
Missouri2003,2003,Missouri,278.7662503,Mathematics,8,921625,7622601,559732,3430809,3632060,7905481,4087984,2334521,448752,767068
Alaska2005,2005,Alaska,278.9587094,Mathematics,8,132568,1599739,302846,878731,418162,1751718,829666,559084,55782,268700
Alaska2003,2003,Alaska,279.0250699,Mathematics,8,133303,1425948,259423,813371,353154,1610289,763525,514052,55715,247005
Arizona2011,2011,Arizona,279.0335017,Mathematics,8,946571,8429186,1245814,3054501,4128871,8610417,3977772,2935127,350633,741124
Arkansas2011,2011,Arkansas,279.088205,Mathematics,8,475551,5176362,827026,3701224,648112,5669431,2559292,1655684,676591,605857
Utah2005,2005,Utah,279.1561234,Mathematics,8,488055,3181279,326400,1729443,1125436,3188018,1632553,771298,241992,467720
Georgia2013,2013,Georgia,279.1791109,Mathematics,8,1682620,17459504,1805878,7580785,8072841,17317504,9555687,4956142,932291,1632844
Oklahoma2011,2011,Oklahoma,279.1796082,Mathematics,8,658163,5835133,968529,2741058,2125546,5644988,2866601,1814927,367172,510428
Vermont1996,1996,Vermont,279.253243,Mathematics,8,101064,965238,36693,215657,712888,975817,424562,219243,23167,56478
Kentucky2009,2009,Kentucky,279.2842161,Mathematics,8,669858,6706922,719997,3870440,2116485,6831006,3468191,2050683,411529,720114
Florida2009,2009,Florida,279.3352641,Mathematics,8,2623067,26494500,2694566,9047586,14752348,28867429,13884278,8067350,1546420,4533913
Hawaii2015,2015,Hawaii,279.340145,Mathematics,8,182384,2703683,259390,2381547,62746,2521004,1377713,835930,145560,161801
Connecticut1996,1996,Connecticut,279.5912449,Mathematics,8,499815,4686025,162218,1703171,2820636,4538234,2701637,1296119,149792,149327
New York2005,2005,New York,279.7162537,Mathematics,8,2816426,43936450,3156023,19202847,21577580,45086872,27866708,11303872,1182179,3342778
Arizona2013,2013,Arizona,279.722268,Mathematics,8,941726,8164324,1178356,2934165,4051803,7600581,3824071,2643742,368750,558466
New York2003,2003,New York,279.749257,Mathematics,8,2879228,38033080,2591430,17509618,17932032,41603390,24786376,10000845,1156927,4489672
Delaware2015,2015,Delaware,279.8102438,Mathematics,8,121845,2017075,137544,1142333,737198,1975093,1072395,583951,122741,103129
South Carolina2013,2013,South Carolina,279.8246086,Mathematics,8,722249,8254462,814137,3819285,3621040,8224795,3933177,2621911,426662,853410
Idaho2003,2003,Idaho,279.9392668,Mathematics,8,248515,1685984,162530,994022,529432,1726941,924434,510284,69672,185850
New York2015,2015,New York,280.0892201,Mathematics,8,2631532,63712218,2869847,25900858,34941513,65094591,41954260,15714795,1540851,4536014
North Carolina2000,2000,North Carolina,280.1279472,Mathematics,8,1261586,9064700,622184,5897936,2544580,9275837,4854623,2356589,479183,1385226
Michigan2013,2013,Michigan,280.1335971,Mathematics,8,1381167,18270327,1636324,9882361,6751642,17468264,8885537,5675448,848456,962506
New York2007,2007,New York,280.1411772,Mathematics,8,2754976,50762544,3269310,22845772,24647462,51253984,31465706,12638159,1318628,4216048
Michigan2011,2011,Michigan,280.176518,Mathematics,8,1455966,19374026,2525528,9845508,7002990,18469948,9198775,6024406,862583,1273466
South Carolina2009,2009,South Carolina,280.3808554,Mathematics,8,714290,7669733,734602,3654658,3280473,8427391,3854229,2463391,398422,1318784
New York2011,2011,New York,280.4530261,Mathematics,8,2677412,57753776,5118477,23188002,29447297,59446908,37834196,14460678,1416793,4653802
Alaska2015,2015,Alaska,280.4934562,Mathematics,8,130755,2920986,344111,2026555,550320,2968341,1484610,1068849,92766,281914
Illinois2007,2007,Illinois,280.497096,Mathematics,8,2101075,23897153,1862627,7566377,14468149,23401917,11692204,7509591,834000,2082140
Nebraska2000,2000,Nebraska,280.6180687,Mathematics,8,287566,2263952,152143,812998,1298811,2165529,1188826,570910,94639,243866
Missouri2007,2007,Missouri,280.6195383,Mathematics,8,910142,8908844,730811,3641310,4536723,9245525,4743390,2738098,485391,925265
Oregon2000,2000,Oregon,280.6402228,Mathematics,8,542739,4369400,268568,2457202,1643630,4398318,2288931,1433944,148604,391189
Utah2003,2003,Utah,280.6453697,Mathematics,8,483066,2875622,263030,1607204,1005388,2957874,1508566,705128,205147,469251
Kentucky2013,2013,Kentucky,280.6454425,Mathematics,8,685009,7216175,867735,3960822,2387618,7413896,3663594,2323851,457079,729064
Pennsylvania2005,2005,Pennsylvania,280.7138351,Mathematics,8,1755560,22657782,1750988,7667114,13239680,23183924,11284717,6638401,920319,1914407
Missouri2015,2015,Missouri,280.8214257,Mathematics,8,892779,10623391,948600,4441091,5233700,10540353,5387766,3266781,615166,869078
Colorado2005,2005,Colorado,280.8240073,Mathematics,8,765388,6910296,472246,2954915,3483135,7284280,3380399,2343655,260280,918985
Florida2013,2013,Florida,280.8558396,Mathematics,8,2680074,24681548,3027018,9455562,12198968,25245400,13833236,7622221,1689414,1411455
Oregon2003,2003,Oregon,280.8924709,Mathematics,8,552135,4592019,407432,2348070,1836517,4978764,2458415,1546156,175667,606048
Delaware2005,2005,Delaware,280.9535428,Mathematics,8,112562,1431710,106513,894498,430699,1480157,761786,424220,62086,172879
Idaho2005,2005,Idaho,280.9668966,Mathematics,8,253782,1796035,192039,1023550,580446,1819519,989703,531569,77321,181622
South Carolina2011,2011,South Carolina,281.0001337,Mathematics,8,713511,7772777,1041572,3338715,3392490,7961448,3689782,2428477,388361,1016126
Maine2005,2005,Maine,281.0585409,Mathematics,8,198745,2324789,197651,895595,1231543,2325138,1355800,620991,96318,128520
Connecticut2005,2005,Connecticut,281.068953,Mathematics,8,552512,7898694,401558,2886076,4611060,7452057,4177845,2200133,277388,496778
Utah2007,2007,Utah,281.0874737,Mathematics,8,504079,3656090,343915,1977900,1334275,3618540,1816456,871613,266481,579188
Texas2005,2005,Texas,281.102845,Mathematics,8,4334611,37783715,4095588,13017433,20670694,40302144,18950703,10963041,1883727,5592231
Washington2003,2003,Washington,281.1513644,Mathematics,8,1014577,8565636,702469,5334268,2528899,8802387,4332487,2514359,396084,1189781
Indiana2003,2003,Indiana,281.2209398,Mathematics,8,999713,8246076,582940,4569923,3093213,9777720,4785880,2848989,377679,859389
South Carolina2005,2005,South Carolina,281.2343211,Mathematics,8,701176,6337711,639308,2832245,2866158,6572191,3134658,1903030,342107,938347
North Carolina2003,2003,North Carolina,281.2403506,Mathematics,8,1314632,9907235,888996,5970302,3047937,9989670,5517870,2721749,528694,940500
North Carolina2015,2015,North Carolina,281.3310911,Mathematics,8,1465031,13146934,1589570,8172685,3384679,14060699,7960222,4082387,746694,698847
New Jersey2003,2003,New Jersey,281.4071199,Mathematics,8,1350330,19785039,797717,8135014,10852308,19812932,10169992,6429003,677268,1626453
Hawaii2013,2013,Hawaii,281.4129223,Mathematics,8,184760,2331770,310778,1962923,58069,2345917,1283872,770643,144746,146656
Rhode Island2015,2015,Rhode Island,281.4452196,Mathematics,8,134574,2367068,184718,908963,1273387,2326473,1322055,792525,90209,50889
South Carolina2007,2007,South Carolina,281.5036015,Mathematics,8,701580,7130274,680718,3120416,3329140,7660995,3481608,2157719,384965,1290372
Alaska2013,2013,Alaska,281.5595728,Mathematics,8,131091,2545117,320938,1707449,516730,2665933,1324649,982442,87165,248505
Ohio2003,2003,Ohio,281.6072954,Mathematics,8,1803966,18018740,1097349,7844992,9076399,18760200,8958790,6097596,800930,2324140
Kentucky2011,2011,Kentucky,281.6088097,Mathematics,8,672958,7104589,1164688,3704150,2235751,7253850,3663998,2238626,426989,733357
Virginia2003,2003,Virginia,281.6766434,Mathematics,8,1175458,10504167,698716,4087720,5717731,10746679,5661291,3184333,425933,1069375
Indiana2005,2005,Indiana,281.7149455,Mathematics,8,1014528,11653165,708922,5224277,5719966,11071431,5343758,3228234,413599,982893
New York2013,2013,New York,281.8077878,Mathematics,8,2629805,59623918,3335657,23632698,32655563,60505950,38756656,14846782,1462376,3982327
North Carolina2005,2005,North Carolina,281.8251366,Mathematics,8,1347177,11098165,1116670,6440768,3540727,10917913,6160224,3039968,580213,791873
Connecticut2000,2000,Connecticut,281.9024856,Mathematics,8,530363,5884078,234321,2298931,3350826,5605280,3189123,1634888,180639,369278
Maine2003,2003,Maine,281.9037733,Mathematics,8,203848,2162605,163516,874208,1124881,2154117,1255095,569146,79491,137716
Missouri2011,2011,Missouri,281.9476462,Mathematics,8,896702,9915356,1344755,3828396,4742205,9842505,5100879,2975252,531640,849819
Illinois2015,2015,Illinois,281.9685673,Mathematics,8,2047123,32096832,2262192,11858968,17975672,32410033,17313173,10279691,992075,2056951
Wyoming2005,2005,Wyoming,282.1006096,Mathematics,8,84146,1132160,106484,585789,439887,1033603,510498,324752,29657,158464
Nebraska2003,2003,Nebraska,282.193756,Mathematics,8,283934,2600831,225861,878715,1496255,2623966,1414919,683210,112145,329746
Oregon2005,2005,Oregon,282.2373254,Mathematics,8,550502,5022050,498217,2440758,2083075,5597579,2671228,1680005,181133,364717
Delaware2013,2013,Delaware,282.3382986,Mathematics,8,118685,1930466,151096,1124112,655258,1924626,1030897,560882,97722,157935
Minnesota1992,1992,Minnesota,282.3922046,Mathematics,8,0,4684684,194092,2380754,2109838,4981125,2534882,1343203,0,463724
Illinois2009,2009,Illinois,282.431417,Mathematics,8,2117291,26987426,3346509,7879160,15761757,27716187,13520105,8764971,932950,2884993
Connecticut2007,2007,Connecticut,282.4727901,Mathematics,8,549230,8913149,386553,3299175,5227421,8685421,4610572,2503468,311943,913165
Oregon2011,2011,Oregon,282.5182068,Mathematics,8,559631,6112484,848637,2792762,2471085,6317635,3261190,2071303,224903,461979
Alaska2007,2007,Alaska,282.5571541,Mathematics,8,132197,1800616,282270,1052357,465989,1938755,927307,645857,60699,257723
New York2009,2009,New York,282.5769154,Mathematics,8,2696688,55885116,3197833,25768345,26918938,57851481,35195372,14079990,1415237,5463718
Ohio2000,2000,Ohio,282.6727535,Mathematics,8,1822566,15327834,843432,6425872,8058530,14909952,7497388,4889221,725617,1378528
Nebraska1996,1996,Nebraska,282.7696069,Mathematics,8,289251,1909834,100886,574359,1234589,1940808,1067391,497288,71038,247543
Delaware2011,2011,Delaware,282.7699664,Mathematics,8,119878,1759170,192182,1010026,556962,1808905,964284,497158,89576,182497
Oregon2015,2015,Oregon,282.8148994,Mathematics,8,570376,7111710,577106,3678001,2856603,7011609,3650855,2272382,249968,477516
Wisconsin1996,1996,Wisconsin,282.8487417,Mathematics,8,869930,6342623,270455,2869875,3202293,6521058,3567663,1872074,212389,617334
Rhode Island2011,2011,Rhode Island,282.8756596,Mathematics,8,139157,2212352,234111,768713,1209528,2198940,1260021,736651,93820,43726
Arizona2015,2015,Arizona,282.9194894,Mathematics,8,944978,8230507,1093834,3232013,3904660,7902600,3846357,2880184,478876,497662
Missouri2013,2013,Missouri,282.9884579,Mathematics,8,897224,10103589,894168,4235564,4973857,10001763,5139610,3082015,566933,833040
Delaware2007,2007,Delaware,282.9920827,Mathematics,8,114678,1694929,102114,1071957,520858,1705204,825084,481610,68343,245757
Montana1996,1996,Montana,283.00387,Mathematics,8,165390,944623,90354,452250,402019,924259,538091,289907,37370,48074
Alaska2009,2009,Alaska,283.0476628,Mathematics,8,130236,2158970,312667,1357747,488556,2396412,1129756,832783,70835,303165
Indiana2000,2000,Indiana,283.0512293,Mathematics,8,987214,8489991,426266,4300608,3763109,8518477,4143020,2373445,375026,841171
North Dakota2000,2000,North Dakota,283.0738441,Mathematics,8,112349,812982,96940,303132,412910,802768,402602,204117,55808,81274
Massachusetts2000,2000,Massachusetts,283.1232456,Mathematics,8,958907,9464271,480898,3926522,5056851,9466363,5624037,2503616,323913,533702
Maryland2015,2015,Maryland,283.1490341,Mathematics,8,874108,14491642,819162,6267624,7404856,13882823,7686024,4358416,386104,1050651
Nebraska2011,2011,Nebraska,283.1970448,Mathematics,8,297659,3879388,571969,1153077,2154342,3676326,2101943,951912,171112,349683
North Dakota1992,1992,North Dakota,283.2130747,Mathematics,8,0,559481,51476,242693,265312,553732,315009,152340,0,34904
Illinois2011,2011,Illinois,283.2281347,Mathematics,8,2072114,29507584,2894897,10030682,16582005,28525858,14636402,9271610,922651,1884866
Ohio2005,2005,Ohio,283.2517747,Mathematics,8,1778784,19746239,1413888,8313858,10018493,19785561,9700668,6526386,830761,2046199
Alaska2011,2011,Alaska,283.2727979,Mathematics,8,131704,2357828,420152,1416163,521513,2443898,1215062,908567,81031,180137
Utah2011,2011,Utah,283.3083321,Mathematics,8,545395,4141253,500782,2058112,1582359,4195916,2157337,1018548,315664,592949
Iowa1992,1992,Iowa,283.360009,Mathematics,8,0,2663934,125665,1176205,1362064,2795774,1446478,800570,0,222086
Colorado2003,2003,Colorado,283.3998585,Mathematics,8,751049,6297242,400219,2715219,3181804,6685029,3168745,2149761,236480,821129
Vermont2000,2000,Vermont,283.4083814,Mathematics,8,99609,1211370,65052,711259,435059,1193813,555740,283821,29595,39112
Wyoming2003,2003,Wyoming,283.5033499,Mathematics,8,85966,962240,84308,489199,388733,915515,473447,292271,27608,110312
Idaho2007,2007,Idaho,283.5075958,Mathematics,8,262935,2011951,202977,1338182,470792,1960472,1069134,590192,86738,163583
Oregon2013,2013,Oregon,283.5245891,Mathematics,8,564006,6077498,471682,3041825,2563991,6228197,3261733,2067538,228499,343353
Maine2000,2000,Maine,283.6417036,Mathematics,8,209012,1792390,104497,761317,926576,1842276,1053067,474866,77649,143112
Nebraska2007,2007,Nebraska,283.6505986,Mathematics,8,287135,3234014,298196,992032,1943786,3117931,1673992,845739,131267,378827
Pennsylvania2015,2015,Pennsylvania,283.6684154,Mathematics,8,1589429,29967185,1857885,10532452,17576848,29690645,16058338,8196747,1050310,1663209
Kansas2000,2000,Kansas,283.6796191,Mathematics,8,469377,3518271,221530,2201788,1094953,3327090,1661540,1092448,209338,206141
Connecticut2003,2003,Connecticut,283.7298112,Mathematics,8,548466,6959891,351001,2481901,4126989,6751815,3721466,1951609,252325,539870
Idaho2015,2015,Idaho,283.7423253,Mathematics,8,274131,2167967,232449,1381205,554313,2029520,1130814,663005,108684,75680
Texas2015,2015,Texas,283.7935403,Mathematics,8,5004866,55582029,5830972,20967429,28783628,56255791,26745844,15145619,2783770,6765205
Iowa2005,2005,Iowa,283.8109288,Mathematics,8,478319,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893,538313
Oregon2007,2007,Oregon,283.8262772,Mathematics,8,559643,5648586,526411,2908595,2213580,5634955,2999104,1908603,199410,293730
Delaware2009,2009,Delaware,283.829473,Mathematics,8,116804,1718993,109682,1047418,561893,1798244,877678,496383,80812,254460
Kansas2015,2015,Kansas,283.8710963,Mathematics,8,496920,5991731,475273,3967809,1548649,6175724,3051755,1692953,250584,963767
North Carolina2007,2007,North Carolina,283.8806688,Mathematics,8,1416028,13063307,1184934,7481148,4397225,12794086,6987589,3582953,642597,1166854
New Jersey2005,2005,New Jersey,283.9026042,Mathematics,8,1368959,23026334,937945,9340953,12747436,23023365,11575456,7408034,817943,2179605
Wisconsin2003,2003,Wisconsin,283.9158657,Mathematics,8,875390,8931497,530014,4838109,3563374,9128279,4844788,2757563,346325,733156
Iowa2003,2003,Iowa,283.9533447,Mathematics,8,482210,4374803,304688,1974708,2095407,4517990,2157225,1208401,284796,459042
Connecticut2015,2015,Connecticut,283.9566773,Mathematics,8,505366,11099837,444073,4353546,6302218,10542667,6006275,3233901,362941,530491
Nebraska2005,2005,Nebraska,283.962991,Mathematics,8,284553,2895640,295968,878576,1721096,2708776,1487488,751435,127968,264339
Iowa1996,1996,Iowa,283.9863686,Mathematics,8,502343,3258040,147878,1486426,1623736,3284185,1679091,931857,134624,242065
Kansas2005,2005,Kansas,284.0300535,Mathematics,8,468481,4223632,356865,2360120,1506647,4076597,2174402,1257432,183824,308365
Minnesota1996,1996,Minnesota,284.0489446,Mathematics,8,827418,6101416,241241,3435468,2424707,6423285,3204906,1522656,551475,762106
Maine1996,1996,Maine,284.0598574,Mathematics,8,213601,1485138,78626,647382,759130,1465093,857253,398040,63537,62645
Utah2009,2009,Utah,284.0682519,Mathematics,8,532433,4238943,535223,2224007,1479713,4419750,2169434,1008636,310325,821593
Rhode Island2013,2013,Rhode Island,284.0922122,Mathematics,8,136401,2282659,193393,841875,1247391,2231413,1265936,765178,96721,35089
Iowa2009,2009,Iowa,284.1701786,Mathematics,8,487559,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983,672339
Kansas2003,2003,Kansas,284.1910881,Mathematics,8,470264,4068800,311152,2397661,1359987,3818740,2068389,1196089,167265,235653
North Dakota1996,1996,North Dakota,284.222268,Mathematics,8,119102,655971,69370,267306,319295,657809,338326,169545,52456,52160
Nebraska2009,2009,Nebraska,284.2590935,Mathematics,8,292161,3522481,297732,1182776,2041973,3523803,1887427,905681,144995,488293
Utah2013,2013,Utah,284.3314862,Mathematics,8,562315,4300793,409774,2235917,1655102,4584624,2361179,1097484,309365,698249
North Carolina2009,2009,North Carolina,284.3326353,Mathematics,8,1452064,15410564,1377661,8229140,5803763,14868070,7943541,3848021,751609,1647148
Virginia2005,2005,Virginia,284.3716282,Mathematics,8,1203697,12182657,826830,4871813,6484014,12385157,6565022,3699703,510204,1180309
Wisconsin2005,2005,Wisconsin,284.5415566,Mathematics,8,869301,9584108,565072,4770290,4248746,9433502,5128207,2944041,382137,472358
South Dakota2015,2015,South Dakota,284.6414057,Mathematics,8,132836,1415149,206853,425614,782682,1464781,709363,426257,70128,222592
Ohio2007,2007,Ohio,284.8516395,Mathematics,8,1758645,22142424,1461326,9341723,11339375,21336580,10202242,6930905,876199,2595974
Washington2007,2007,Washington,284.8628043,Mathematics,8,1026121,10350748,801339,6339782,3209627,10682397,5148806,3028183,463389,1624443
Maine2015,2015,Maine,284.875477,Mathematics,8,176176,2739589,183883,1060925,1494781,2596180,1406898,910381,109541,55686
South Dakota2003,2003,South Dakota,284.8817364,Mathematics,8,127632,965778,148498,328576,488704,993823,499480,295468,42694,122247
Illinois2013,2013,Illinois,284.8976472,Mathematics,8,2069823,30057886,2311235,10382540,17364111,29517831,15285224,9509657,986182,1942608
Iowa2011,2011,Iowa,284.9208361,Mathematics,8,493493,6098470,596688,2537754,2964028,6057294,2995991,1638449,230237,861361
Indiana2011,2011,Indiana,285.0029161,Mathematics,8,1023220,12125155,1024389,7340384,3760382,11113533,5609296,3548729,500684,843671
Indiana2007,2007,Indiana,285.0072109,Mathematics,8,1034588,10458932,765168,5224450,4469314,11462062,5511104,3351081,448190,887670
Oregon2009,2009,Oregon,285.0368144,Mathematics,8,560726,6158756,656298,3117315,2385143,6715011,3291310,2121378,214699,803096
